ID	Protein	Name
2522068152	Can2	
2522073324	Can2	
2523082642	Can2	
2526630070	Can2	
2526649502	Can2	
2526771100	Can2	
2526913315	Can2	
2526917098	Can2	
2529792119	Can2	
2530015931	Can2	
2530099253	Can2	
2530102751	Can2	
2530107485	Can2	
2530110799	Can2	
2530114730	Can2	
2530118401	Can2	
2530122998	Can2	
2530126773	Can2	
2530129837	Can2	
2530134318	Can2	
2531561125	Can2	
2531564064	Can2	
2531567971	Can2	
2531571760	Can2	
2531575561	Can2	
2531579074	Can2	
2531583861	Can2	
2531586664	Can2	
2531934560	Can2	
2531938207	Can2	
2531940905	Can2	
2531944564	Can2	
2531949247	Can2	
2531953138	Can2	
2531956422	Can2	
2531963750	Can2	
2531968258	Can2	
2532592365	Can2	
2532601998	Can2	
2532605976	Can2	
2532656299	Can2	
2532659520	Can2	
2532663891	Can2	
2532851162	Can2	
2532950220	Can2	
2532954704	Can2	
2532957556	Can2	
2532961597	Can2	
2532965432	Can2	
2532969953	Can2	
2532973559	Can2	
2532976433	Can2	
2532981111	Can2	
2532983945	Can2	
2533939490	Can2	
2535307628	Can2	
2535312242	Can2	
2535315188	Can2	
2535318896	Can2	
2535323707	Can2	
2535326545	Can2	
2535331279	Can2	
2535335054	Can2	
2535338880	Can2	
2535667572	Can2	
2535670675	Can2	
2536461753	Can2	
2536680887	Can2	
2536684686	Can2	
2536688419	Can2	
2536691471	Can2	
2536695987	Can2	
2536699756	Can2	
2536703549	Can2	
2536707616	Can2	
2536710711	Can2	
2536714981	Can2	
2536986297	Can2	
2536989962	Can2	
2536992785	Can2	
2536997652	Can2	
2537000732	Can2	
2537008621	Can2	
2537011862	Can2	
2537016542	Can2	
2537020436	Can2	
2537579117	Can2	
2537649664	Can2	
2537988043	Can2	
2537997481	Can2	
2538006561	Can2	
2538010490	Can2	
2538014076	Can2	
2538115333	Can2	
2538119244	Can2	
2538123745	Can2	
2538126550	Can2	
2538131334	Can2	
2538135209	Can2	
2538138980	Can2	
2538142046	Can2	
2538144972	Can2	
2538231681	Can2	
2538683096	Can2	
2538831102	Can2	
2538842430	Can2	
2539936079	Can2	
2539939882	Can2	
2543344520	Can2	
2547418169	Can2	
2548140060	Can2	
2548143356	Can2	
2552560576	Can2	
2552622908	Can2	
2552653737	Can2	
2554880718	Can2	
2554884489	Can2	
2554887834	Can2	
2554893426	Can2	
2554896942	Can2	
2554901062	Can2	
2554902460	Can2	
2554905954	Can2	
2558234479	Can2	
2559601317	Can2	
2560016480	Can2	
2562836526	Can2	
2562839980	Can2	
2562847807	Can2	
2562917958	Can2	
2569482176	Can2	
2570759842	Can2	
2581824758	Can2	
2583913250	Can2	
2583952048	Can2	
2586956540	Can2	
2598876425	Can2	
2611051524	Can2	
2611126903	Can2	
2611285089	Can2	
2611336930	Can2	
2611338313	Can2	
2611918938	Can2	
2618813356	Can2	
2619517243	Can2	
2628889048	Can2	
2629685021	Can2	
2631991946	Can2	
2632456680	Can2	
2633949684	Can2	
2633995498	Can2	
2634076588	Can2	
2635870313	Can2	
2636553176	Can2	
2636773736	Can2	
2636898353	Can2	
2636935956	Can2	
2637463058	Can2	
2639292389	Can2	
2639296328	Can2	
2639299020	Can2	
2639321271	Can2	
2639332371	Can2	
2642006229	Can2	
2645941655	Can2	
2645958584	Can2	
2646317794	Can2	
2646348656	Can2	
2647465990	Can2	
2648758940	Can2	
2649321864	Can2	
2649794418	Can2	
2652939868	Can2	
2655009629	Can2	
2658021953	Can2	
2659467137	Can2	
2659681688	Can2	
2659992290	Can2	
2660323428	Can2	
2660623720	Can2	
2660790251	Can2	
2660896825	Can2	
2662571968	Can2	
2662725177	Can2	
2662792058	Can2	
2662877199	Can2	
2663235709	Can2	
2663770614	Can2	
2664493791	Can2	
2665289229	Can2	
2665390168	Can2	
2665447474	Can2	
2665995329	Can2	
2666279480	Can2	
2666531712	Can2	
2667399886	Can2	
2668390166	Can2	
2668399909	Can2	
2669009729	Can2	
2669208490	Can2	
2669467988	Can2	
2669758904	Can2	
2670699140	Can2	
2670768172	Can2	
2672005766	Can2	
2672018339	Can2	
2672071143	Can2	
2672373620	Can2	
2673088540	Can2	
2673151853	Can2	
2673175382	Can2	
2673673034	Can2	
2673694409	Can2	
2673904223	Can2	
2673907829	Can2	
2674071368	Can2	
2674105735	Can2	
2674336614	Can2	
2674600913	Can2	
2674708013	Can2	
2674814826	Can2	
2674909935	Can2	
2675118854	Can2	
2677317782	Can2	
2677413096	Can2	
2677827513	Can2	
2677868180	Can2	
2678092174	Can2	
2678179267	Can2	
2678256874	Can2	
2678384926	Can2	
2678915833	Can2	
2678918748	Can2	
2683451309	Can2	
2683455424	Can2	
2683467657	Can2	
2683471929	Can2	
2684970843	Can2	
2684974508	Can2	
2690899202	Can2	
2691150683	Can2	
2692062021	Can2	
2692152758	Can2	
2692155138	Can2	
2692159214	Can2	
2692257460	Can2	
2692293071	Can2	
2692419576	Can2	
2692488571	Can2	
2692511353	Can2	
2692664895	Can2	
2692670226	Can2	
2692686739	Can2	
2692804051	Can2	
2692808055	Can2	
2693011805	Can2	
2693116029	Can2	
2693255919	Can2	
2693266608	Can2	
2693270195	Can2	
2693607589	Can2	
2693611272	Can2	
2693618711	Can2	
2693622060	Can2	
2693643789	Can2	
2693662156	Can2	
2693804104	Can2	
2693942747	Can2	
2693946165	Can2	
2694147931	Can2	
2694167728	Can2	
2694171449	Can2	
2694184806	Can2	
2694213532	Can2	
2694369489	Can2	
2694383469	Can2	
2694387414	Can2	
2694553621	Can2	
2694609013	Can2	
2695677641	Can2	
2695733956	Can2	
2695741540	Can2	
2695775064	Can2	
2695828648	Can2	
2695893343	Can2	
2695913741	Can2	
2695947134	Can2	
2696037189	Can2	
2696120913	Can2	
2696186172	Can2	
2696190689	Can2	
2696209158	Can2	
2696347226	Can2	
2696378189	Can2	
2696402859	Can2	
2696601878	Can2	
2696605383	Can2	
2696691386	Can2	
2696851542	Can2	
2696910102	Can2	
2697100907	Can2	
2697114053	Can2	
2697131422	Can2	
2697171052	Can2	
2697320621	Can2	
2697341370	Can2	
2697347671	Can2	
2697355664	Can2	
2697481505	Can2	
2697533460	Can2	
2697556595	Can2	
2697579156	Can2	
2697628272	Can2	
2697663608	Can2	
2697760903	Can2	
2697812859	Can2	
2697826844	Can2	
2698045962	Can2	
2698554142	Can2	
2698558296	Can2	
2698620408	Can2	
2698623066	Can2	
2698655324	Can2	
2698658661	Can2	
2698677141	Can2	
2698711592	Can2	
2698835980	Can2	
2698852614	Can2	
2698932893	Can2	
2699058727	Can2	
2699265511	Can2	
2699750977	Can2	
2699770052	Can2	
2700058069	Can2	
2700102383	Can2	
2702542851	Can2	
2702546959	Can2	
2705596097	Can2	
2707152925	Can2	
2707505391	Can2	
2712318411	Can2	
2712322062	Can2	
2712325736	Can2	
2712329391	Can2	
2712333931	Can2	
2712337563	Can2	
2714329425	Can2	
2715511316	Can2	
2715514916	Can2	
2715519310	Can2	
2715522244	Can2	
2715526082	Can2	
2715529867	Can2	
2715534318	Can2	
2715537041	Can2	
2715540730	Can2	
2715544411	Can2	
2715548138	Can2	
2715551772	Can2	
2715555411	Can2	
2715559109	Can2	
2715562828	Can2	
2715566435	Can2	
2715570079	Can2	
2715573720	Can2	
2715577375	Can2	
2715581025	Can2	
2715585567	Can2	
2715588274	Can2	
2715591955	Can2	
2715595597	Can2	
2715599240	Can2	
2715602893	Can2	
2718814080	Can2	
2718877143	Can2	
2718878987	Can2	
2718887548	Can2	
2719892599	Can2	
2721644402	Can2	
2721653269	Can2	
2721661101	Can2	
2723093858	Can2	
2723097649	Can2	
2725548072	Can2	
2725553012	Can2	
2725606112	Can2	
2729250860	Can2	
2729254315	Can2	
2729258914	Can2	
2733482788	Can2	
2742658536	Can2	
2742701543	Can2	
2744877765	Can2	
2744894014	Can2	
2744897666	Can2	
2744916419	Can2	
2746382155	Can2	
WP_000974440.1	Can2	
WP_148522840.1	Can2	
WP_000974442.1	Can2	
WP_032469640.1	Can2	
WP_069212961.1	Can2	
WP_114743295.1	Can2	
WP_148497498.1	Can2	
WP_155716882.1	Can2	
WP_199357647.1	Can2	
WP_057551347.1	Can2	
WP_142615062.1	Can2	
WP_148513602.1	Can2	
WP_000974439.1	Can2	
WP_088126175.1	Can2	
WP_000974437.1	Can2	
WP_175235608.1	Can2	
WP_096070409.1	Can2	
WP_161417941.1	Can2	
WP_000974435.1	Can2	
WP_220285063.1	Can2	
WP_000974438.1	Can2	
WP_129154752.1	Can2	
WP_217527455.1	Can2	
WP_174499682.1	Can2	
WP_148504338.1	Can2	
WP_113628486.1	Can2	
WP_207804630.1	Can2	
WP_053032550.1	Can2	
WP_095466796.1	Can2	
WP_123013181.1	Can2	
WP_142734837.1	Can2	
WP_119470639.1	Can2	
WP_032476341.1	Can2	
WP_142546531.1	Can2	
WP_119473861.1	Can2	
WP_172775854.1	Can2	
WP_069503597.1	Can2	
WP_148503360.1	Can2	
WP_148548333.1	Can2	
WP_199358960.1	Can2	
WP_108320972.1	Can2	
WP_142570615.1	Can2	
WP_148530881.1	Can2	
WP_119466748.1	Can2	
WP_119560527.1	Can2	
WP_149597866.1	Can2	
WP_071174765.1	Can2	
WP_119469030.1	Can2	
WP_047000756.1	Can2	
2563266455	Can2	
WP_003674541.1	Can2	
646180183	Can2	
646183342	Can2	
647216587	Can2	
647225673	Can2	
2532471110	Can2	
2547962323	Can2	
2571267618	Can2	
2573884102	Can2	
2690942103	Can2	
2719616033	Can2	
2720505574	Can2	
WP_217011661.1	Can2	
WP_070381599.1	Can2	
WP_000974445.1	Can2	
WP_000974444.1	Can2	
WP_148543595.1	Can2	
WP_061052833.1	Can2	
WP_148534964.1	Can2	
WP_148538957.1	Can2	
WP_029801051.1	Can2	
647190687	Can2	
647240789	Can2	
2581032520	Can2	
2705600586	Can2	
2769255191	Can2	
WP_000974436.1	Can2	
WP_071178456.1	Can2	
WP_000974441.1	Can2	
WP_089071079.1	Can2	
WP_000974443.1	Can2	
WP_072016631.1	Can2	
NZ_CP032093.1_1320	Can2	
WP_130045620.1	Can2	
WP_010375434.1	Can2	
WP_099640461.1	Can2	
WP_088530951.1	Can2	
WP_073338423.1	Can2	
WP_039492396.1	Can2	
WP_105730770.1	Can2	
WP_099031348.1	Can2	
WP_138583319.1	Can2	
WP_130126553.1	Can2	
WP_045961586.1	Can2	
WP_211868602.1	Can2	
WP_102056538.1	Can2	
WP_095727719.1	Can2	
WP_138521865.1	Can2	
WP_128727815.1	Can2	
2753365226	Can2	
2753367478	Can2	
2753370313	Can2	
WP_017019849.1	Can2	
WP_122033011.1	Can2	
WP_012550409.1	Can2	
WP_182699990.1	Can2	
637636198	Can2	
642780598	Can2	
2545907713	Can2	
2551525710	Can2	
2632271189	Can2	
2707810066	Can2	
2745308663	Can2	
2745313432	Can2	
2745318238	Can2	
2745320021	Can2	
2745326165	Can2	
2745329661	Can2	
2745333348	Can2	
2745338957	Can2	
2745342207	Can2	
2745346521	Can2	
2745349213	Can2	
2745352133	Can2	
WP_005419707.1	Can2	
WP_063645336.1	Can2	
WP_155652421.1	Can2	
2617280134	Can2	
WP_010528686.1	Can2	
2515348250	Can2	
NZ_AP018724.1_1395	Can2	
NZ_CP014864.1_2987	Can2	
WP_183279619.1	Can2	
NZ_AP013044.1_169	Can2	
WP_152480540.1	Can2	
WP_195184172.1	Can2	
WP_125441543.1	Can2	
WP_000202636.1	Can2	
WP_125328195.1	Can2	
WP_065371734.1	Can2	
WP_084943631.1	Can2	
WP_057489021.1	Can2	
WP_000202638.1	Can2	
WP_125414093.1	Can2	
WP_084945243.1	Can2	
WP_216732546.1	Can2	
WP_125384609.1	Can2	
WP_125391064.1	Can2	
WP_084880639.1	Can2	
WP_033629882.1	Can2	
WP_009730056.1	Can2	
WP_084921928.1	Can2	
WP_084851873.1	Can2	
WP_061421118.1	Can2	
WP_084926170.1	Can2	
WP_000202633.1	Can2	
WP_006148404.1	Can2	
WP_000202642.1	Can2	
WP_025168447.1	Can2	
WP_084849576.1	Can2	
WP_000202641.1	Can2	
WP_125453658.1	Can2	
WP_000202639.1	Can2	
WP_084857316.1	Can2	
WP_084854081.1	Can2	
WP_049477508.1	Can2	
WP_061852194.1	Can2	
WP_061414478.1	Can2	
WP_129325862.1	Can2	
WP_198464735.1	Can2	
WP_096422374.1	Can2	
WP_033584095.1	Can2	
WP_070697065.1	Can2	
WP_125838182.1	Can2	
WP_049505724.1	Can2	
WP_004252656.1	Can2	
WP_084944476.1	Can2	
WP_084860033.1	Can2	
WP_084972621.1	Can2	
WP_084938553.1	Can2	
WP_125840316.1	Can2	
WP_125420890.1	Can2	
WP_084883012.1	Can2	
WP_221160698.1	Can2	
WP_200371525.1	Can2	
WP_000202640.1	Can2	
WP_143990059.1	Can2	
WP_139689921.1	Can2	
WP_000202647.1	Can2	
WP_198460214.1	Can2	
WP_125825844.1	Can2	
WP_049479002.1	Can2	
WP_000202644.1	Can2	
WP_125388714.1	Can2	
WP_070838689.1	Can2	
WP_096753599.1	Can2	
WP_000200351.1	Can2	
WP_038806178.1	Can2	
WP_033605676.1	Can2	
WP_125413220.1	Can2	
WP_212575526.1	Can2	
WP_071850883.1	Can2	
WP_195215597.1	Can2	
WP_093585037.1	Can2	
WP_125395069.1	Can2	
WP_214262028.1	Can2	
WP_180833152.1	Can2	
WP_084946426.1	Can2	
WP_125456897.1	Can2	
WP_000202643.1	Can2	
WP_084872960.1	Can2	
WP_129312707.1	Can2	
WP_006150591.1	Can2	
WP_125425354.1	Can2	
WP_000202634.1	Can2	
WP_000202637.1	Can2	
WP_006151942.1	Can2	
WP_173258650.1	Can2	
WP_084973724.1	Can2	
WP_178895112.1	Can2	
WP_125415229.1	Can2	
WP_215804598.1	Can2	
WP_084933336.1	Can2	
WP_125448702.1	Can2	
WP_007521646.1	Can2	
WP_095726076.1	Can2	
WP_084878085.1	Can2	
WP_044020888.1	Can2	
WP_125449667.1	Can2	
WP_045616980.1	Can2	
WP_084920987.1	Can2	
WP_000202646.1	Can2	
WP_000202645.1	Can2	
WP_025173270.1	Can2	
WP_131200710.1	Can2	
WP_070678147.1	Can2	
WP_125827783.1	Can2	
WP_125847282.1	Can2	
WP_084875387.1	Can2	
WP_169446598.1	Can2	
WP_061598523.1	Can2	
WP_000157676.1	Can2	
WP_000157675.1	Can2	
WP_084918499.1	Can2	
WP_045591573.1	Can2	
WP_195593958.1	Can2	
WP_061427191.1	Can2	
WP_167265671.1	Can2	
WP_138101047.1	Can2	
WP_084867104.1	Can2	
WP_061862983.1	Can2	
WP_045763305.1	Can2	
WP_049495115.1	Can2	
WP_049530453.1	Can2	
WP_075231646.1	Can2	
WP_075228337.1	Can2	
WP_001139564.1	Can2	
WP_075229450.1	Can2	
WP_049525829.1	Can2	
WP_070459452.1	Can2	
WP_060955631.1	Can2	
WP_153224726.1	Can2	
WP_075226896.1	Can2	
WP_073008096.1	Can2	
WP_092152947.1	Can2	
WP_206872772.1	Can2	
WP_164880401.1	Can2	
WP_200273618.1	Can2	
WP_160676838.1	Can2	
WP_072991990.1	Can2	
NZ_CP072524.1_1067	Can2	
NZ_CP061800.1_5179	Can2	
NZ_CP027663.1_421	Can2	
2671879018	Can2	
2676396156	Can2	
2737542406	Can2	
2737601982	Can2	
WP_043129730.1	Can2	
WP_107783670.1	Can2	
WP_090666081.1	Can2	
WP_128810811.1	Can2	
WP_127477116.1	Can2	
2599620256	Can2	
2688009983	Can2	
WP_067156259.1	Can2	
WP_074904121.1	Can2	
NZ_LS483458.1_955	Can2	
NZ_CP063117.1_1826	Can2	
NZ_CP065983.1_915	Can2	
NZ_LS483443.1_259	Can2	
NZ_LR607381.1_3545	Can2	
WP_079481754.1	Can2	
WP_131431679.1	Can2	
WP_072895250.1	Can2	
WP_140230592.1	Can2	
WP_101810684.1	Can2	
WP_209283285.1	Can2	
WP_165175742.1	Can2	
WP_190806365.1	Can2	
WP_095665589.1	Can2	
WP_177198134.1	Can2	
WP_168185488.1	Can2	
NC_010723.1_23	Can2	
NZ_CP010520.1_23	Can2	
NZ_CP010521.1_23	Can2	
NZ_CP006903.1_2539	Can2	
NC_010674.1_42	Can2	
NC_018648.1_42	Can2	
NZ_CP010993.1_27	Can2	
NZ_CP019576.1_26	Can2	
NZ_LS483461.1_27	Can2	
NZ_LR607374.1_1035	Can2	
NC_008261.1_26	Can2	
NZ_CP017106.1_38	Can2	
NZ_CP023410.1_2996	Can2	
NZ_CP025501.1_555	Can2	
NZ_CP065675.1_937	Can2	
NZ_CP019468.1_33	Can2	
NZ_CP028149.1_61	Can2	
NZ_CP013101.1_27	Can2	
NZ_LR698985.1_27	Can2	
NZ_CM001477.1_25	Can2	
NZ_CP073070.1_27	Can2	
NZ_CP009557.1_32	Can2	
NZ_CP010994.1_28	Can2	
NZ_CP065632.1_1266	Can2	
NZ_CP065874.1_292	Can2	
NZ_CP065677.1_474	Can2	
NZ_LS483393.1_27	Can2	
NZ_AP017630.1_31	Can2	
NC_003366.1_29	Can2	
NZ_CP065681.1_225	Can2	
NZ_CP027234.1_2198	Can2	
650298854	Can2	
2795738860	Can2	
WP_111696523.1	Can2	
WP_197560625.1	Can2	
WP_048954605.1	Can2	
WP_105888374.1	Can2	
WP_006719559.1	Can2	
WP_132953988.1	Can2	
WP_027098632.1	Can2	
WP_049177346.1	Can2	
WP_195619710.1	Can2	
WP_195616987.1	Can2	
WP_209739388.1	Can2	
WP_097034247.1	Can2	
WP_099346385.1	Can2	
WP_075202545.1	Can2	
WP_142557460.1	Can2	
WP_075567462.1	Can2	
WP_195263943.1	Can2	
WP_195429670.1	Can2	
WP_180269501.1	Can2	
WP_142691328.1	Can2	
WP_111928664.1	Can2	
WP_008681379.1	Can2	
WP_191750793.1	Can2	
WP_090010930.1	Can2	
NZ_CM001475.1_2272	Can2	
2517686001	Can2	
NZ_CP051754.1_56	Can2	
NZ_CP053661.1_2252	Can2	
NZ_CP070366.1_2806	Can2	
WP_017825191.1	Can2	
WP_061308713.1	Can2	
WP_189387288.1	Can2	
WP_012449653.1	Can2	
WP_053342229.1	Can2	
WP_041082226.1	Can2	
WP_003369911.1	Can2	
WP_061313155.1	Can2	
WP_017352581.1	Can2	
WP_035783263.1	Can2	
WP_035791318.1	Can2	
WP_105177585.1	Can2	
WP_012423428.1	Can2	
WP_136008048.1	Can2	
WP_115650855.1	Can2	
WP_195935130.1	Can2	
WP_198607278.1	Can2	
WP_111917548.1	Can2	
WP_003458141.1	Can2	
WP_057230304.1	Can2	
WP_110029828.1	Can2	
WP_111693517.1	Can2	
WP_198605206.1	Can2	
WP_110014721.1	Can2	
WP_198603886.1	Can2	
WP_198603321.1	Can2	
WP_115612876.1	Can2	
WP_208335840.1	Can2	
WP_011591214.1	Can2	
WP_003472661.1	Can2	
WP_057258318.1	Can2	
WP_198614285.1	Can2	
WP_198631147.1	Can2	
WP_221366846.1	Can2	
WP_221389497.1	Can2	
WP_124229373.1	Can2	
WP_198608659.1	Can2	
WP_140561562.1	Can2	
WP_198610373.1	Can2	
WP_060796727.1	Can2	
WP_164788532.1	Can2	
WP_087327697.1	Can2	
WP_011590035.1	Can2	
WP_078233113.1	Can2	
WP_114805630.1	Can2	
WP_110071732.1	Can2	
WP_208365111.1	Can2	
WP_003450817.1	Can2	
WP_131369422.1	Can2	
WP_128994139.1	Can2	
WP_126964924.1	Can2	
WP_131441820.1	Can2	
WP_150541914.1	Can2	
WP_139934267.1	Can2	
WP_131335574.1	Can2	
WP_025649118.1	Can2	
WP_003479830.1	Can2	
WP_164812953.1	Can2	
WP_142420812.1	Can2	
WP_164811691.1	Can2	
WP_003474806.1	Can2	
WP_164804810.1	Can2	
WP_164808523.1	Can2	
WP_164801948.1	Can2	
WP_164815635.1	Can2	
WP_164816777.1	Can2	
WP_164789767.1	Can2	
WP_198621809.1	Can2	
WP_004456752.1	Can2	
WP_003479654.1	Can2	
WP_142712244.1	Can2	
WP_221364026.1	Can2	
WP_198604721.1	Can2	
WP_221365388.1	Can2	
WP_111743958.1	Can2	
WP_143831142.1	Can2	
WP_195962403.1	Can2	
WP_116485655.1	Can2	
WP_096514469.1	Can2	
WP_198615375.1	Can2	
WP_110084686.1	Can2	
WP_208361764.1	Can2	
WP_011009578.1	Can2	
WP_124045727.1	Can2	
WP_164808890.1	Can2	
WP_208343578.1	Can2	
WP_110021343.1	Can2	
WP_111926454.1	Can2	
WP_110027438.1	Can2	
WP_164786475.1	Can2	
WP_164791500.1	Can2	
WP_136002677.1	Can2	
WP_049039616.1	Can2	
WP_115635079.1	Can2	
WP_124040859.1	Can2	
WP_198626786.1	Can2	
WP_003468686.1	Can2	
WP_066675992.1	Can2	
WP_055072044.1	Can2	
WP_164996244.1	Can2	
NZ_AP019716.1_22	Can2	
NZ_CP013239.1_341	Can2	
NZ_CP040626.1_3572	Can2	
NZ_CP030775.1_3377	Can2	
NZ_CP033247.1_22	Can2	
NZ_CP033249.1_22	Can2	
NZ_CP039705.1_1620	Can2	
NZ_CP053292.1_3350	Can2	
NZ_CP071447.1_22	Can2	
NZ_CP013252.1_300	Can2	
NZ_CP013352.1_23	Can2	
NZ_CP014704.1_12	Can2	
NZ_CP073277.1_23	Can2	
2696856899	Can2	
WP_165416584.1	Can2	
WP_195468799.1	Can2	
WP_169104183.1	Can2	
WP_202769072.1	Can2	
2508548635	Can2	
2574335147	Can2	
WP_031431774.1	Can2	
WP_005372352.1	Can2	
WP_004359755.1	Can2	
WP_171346443.1	Can2	
WP_119157588.1	Can2	
NZ_AP018233.1_4615	Can2	
WP_196371177.1	Can2	
WP_172355697.1	Can2	
WP_205369624.1	Can2	
WP_005211869.1	Can2	
WP_058293212.1	Can2	
WP_204594206.1	Can2	
WP_055260099.1	Can2	
WP_112366007.1	Can2	
WP_195926367.1	Can2	
WP_058993961.1	Can2	
WP_216465079.1	Can2	
WP_003430359.1	Can2	
WP_035764464.1	Can2	
WP_043664340.1	Can2	
WP_163239902.1	Can2	
WP_024038767.1	Can2	
WP_146867966.1	Can2	
WP_027636458.1	Can2	
WP_002583073.1	Can2	
WP_045143938.1	Can2	
WP_003412307.1	Can2	
WP_219780506.1	Can2	
WP_043853449.1	Can2	
WP_103673719.1	Can2	
WP_185738656.1	Can2	
WP_077393941.1	Can2	
WP_022743403.1	Can2	
WP_077865803.1	Can2	
WP_111437156.1	Can2	
NZ_CP022423.1_2123	Can2	
NZ_CP073754.1_664	Can2	
2730024700	Can2	AaCan2
WP_119279421.1	Can2	
2712949411	Can2	
2787474127	Can2	
WP_133016174.1	Can2	
WP_121959975.1	Can2	
WP_196043541.1	Can2	
WP_136014020.1	Can2	
WP_135073828.1	Can2	
WP_110473567.1	Can2	
WP_144235162.1	Can2	
WP_195988469.1	Can2	
WP_185966854.1	Can2	
WP_195359232.1	Can2	
WP_049703175.1	Can2	
WP_099146940.1	Can2	
2517553725	Can2	
WP_020562254.1	Can2	
WP_157725650.1	Can2	
NZ_CP024202.1_3447	Can2	
NZ_CP035467.1_2343	Can2	
WP_215583333.1	Can2	
NC_013385.1_991	Can2	
WP_142936006.1	Can2	
WP_089322162.1	Can2	
646088163	Can2	
2772306908	Can2	
2772307553	Can2	
2772311900	Can2	
WP_004142706.1	Can2	
WP_048715803.1	Can2	
WP_079541449.1	Can2	
WP_055265224.1	Can2	
WP_042401183.1	Can2	
WP_207706252.1	Can2	
WP_196001759.1	Can2	
2597201318	Can2	
WP_125219786.1	Can2	
WP_160316799.1	Can2	
WP_017839243.1	Can2	
WP_184101820.1	Can2	
WP_188705261.1	Can2	
WP_188691916.1	Can2	
WP_138943233.1	Can2	
WP_038884974.1	Can2	
WP_015738990.1	Can2	
NZ_CP032911.1_437	Can2	
NZ_CP032480.1_441	Can2	
NZ_CP051496.1_953	Can2	
NZ_CP032903.1_492	Can2	
NZ_CP051498.1_959	Can2	
WP_219208476.1	Can2	
WP_024614078.1	Can2	
WP_140973344.1	Can2	
NC_007503.1_1986	Can2	
WP_080023470.1	Can2	
WP_002599110.1	Can2	
WP_195972101.1	Can2	
NZ_CP064353.1_946	Can2	
NZ_CP016205.1_824	Can2	
NZ_CP072389.1_258	Can2	
NZ_CP072366.1_336	Can2	
NZ_AP018050.1_46	Can2	
NC_015385.1_2242	Can2	
WP_031252166.1	Can2	
WP_197296766.1	Can2	
WP_220963792.1	Can2	
WP_195764198.1	Can2	
WP_164867571.1	Can2	
WP_209797092.1	Can2	
WP_107008451.1	Can2	
NZ_CP040324.1_2822	Can2	
WP_189458374.1	Can2	
WP_203536828.1	Can2	
WP_070113863.1	Can2	
2504609135	Can2	
WP_028728393.1	Can2	
WP_195438410.1	Can2	
WP_007653131.1	Can2	
WP_195372800.1	Can2	
WP_129732927.1	Can2	
WP_025839848.1	Can2	
WP_211811103.1	Can2	
WP_120174709.1	Can2	
AEB15054.1	Can2	
NZ_CP024176.2_447	Can2	
NZ_CP024185.2_447	Can2	
WP_166783290.1	Can2	
WP_099019027.1	Can2	
WP_018747275.1	Can2	
NZ_CP059570.1_1048	Can2	
NZ_CP014204.2_39	Can2	
NZ_CP006905.1_1090	Can2	
NZ_CP051494.1_1513	Can2	
WP_217803888.1	Can2	
WP_021862205.1	Can2	
WP_008151470.1	Can2	
WP_079683122.1	Can2	
WP_179398374.1	Can2	
WP_099833548.1	Can2	
NC_019779.1_1295	Can2	
NZ_CP058649.1_642	Can2	
NZ_CP058561.1_1849	Can2	
NZ_CP073241.1_2183	Can2	
NZ_CP017675.1_644	Can2	
NZ_CP007121.1_811	Can2	
NZ_CP007223.1_799	Can2	
WP_085364824.1	Can2	
WP_054200612.1	Can2	
WP_045725055.1	Can2	
WP_055227478.1	Can2	
WP_039312387.1	Can2	
WP_215635152.1	Can2	
2675000201	Can2	
WP_194192025.1	Can2	
WP_071850511.1	Can2	
WP_212696826.1	Can2	
WP_212693211.1	Can2	
WP_113672671.1	Can2	
WP_212515151.1	Can2	
NZ_CP012905.1_913	Can2	
WP_079286202.1	Can2	
WP_055208144.1	Can2	
WP_217773471.1	Can2	
WP_121735994.1	Can2	
WP_130734038.1	Can2	
WP_068840733.1	Can2	
WP_147694147.1	Can2	
WP_147687720.1	Can2	
WP_065191270.1	Can2	
NZ_CP032477.1_1112	Can2	
NZ_CP032904.1_1109	Can2	
NC_017378.1_914	Can2	
WP_120909091.1	Can2	
WP_128072690.1	Can2	
WP_164864695.1	Can2	
WP_001901558.1	Can2	
WP_128011266.1	Can2	
WP_060473354.1	Can2	
WP_165514105.1	Can2	
WP_039087971.1	Can2	
WP_128057258.1	Can2	
WP_212870162.1	Can2	
WP_120891552.1	Can2	
NZ_CP061799.1_2358	Can2	
NZ_CP012373.2_2791	Can2	
NZ_CP018889.2_2797	Can2	
WP_120809655.1	Can2	
WP_189372636.1	Can2	
WP_102541235.1	Can2	
WP_102458254.1	Can2	
WP_128008304.1	Can2	
WP_120920137.1	Can2	
WP_139544624.1	Can2	
WP_208365370.1	Can2	
WP_128056146.1	Can2	
WP_128065797.1	Can2	
WP_127988872.1	Can2	
WP_041926090.1	Can2	
WP_202141252.1	Can2	
WP_219922571.1	Can2	
WP_128073667.1	Can2	
WP_128079921.1	Can2	
WP_181235668.1	Can2	
WP_128076453.1	Can2	
WP_139545745.1	Can2	
WP_001887448.1	Can2	
WP_139522085.1	Can2	
WP_001248732.1	Can2	
WP_108511345.1	Can2	
WP_025817671.1	Can2	
2531960649	Can2	
2537005208	Can2	
2537629819	Can2	
2502444216	Can2	
WP_207691920.1	Can2	
WP_062153835.1	Can2	
2581713100	Can2	
WP_028962576.1	Can2	
2620503456	Can2	
WP_159427718.1	Can2	
2580311990	Can2	
NZ_CP033933.1_607	Can2	
WP_131553344.1	Can2	
WP_109745269.1	Can2	
